co,PT08.S1(CO),NMHC(GT),benzene,PT08.S2(NMHC),nox,PT08.S3(NOx),no2,PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour_sin,hour_cos,co_lag1,co_std_3h,no2_lag1,no2_std_3h,nox_lag1,nox_std_3h,benzene_lag1,benzene_std_3h,PT08.S1(CO)_lag1,PT08.S1(CO)_diff,PT08.S2(NMHC)_lag1,PT08.S2(NMHC)_diff,PT08.S3(NOx)_lag1,PT08.S3(NOx)_diff,PT08.S4(NO2)_lag1,PT08.S4(NO2)_diff,PT08.S5(O3)_lag1,PT08.S5(O3)_diff,heat_index
2.7,1004.0,275.0,10.8,1007.0,241.0,848.0,81.0,1321.0,926.0,19.3,32.3,0.7163,-0.8660254037844386,0.5000000000000001,2.4,0.45825756949561297,68.0,9.712534856222385,218.0,31.87998327059235,9.8,0.9504384952921595,987.0,17.0,971.0,36.0,876.0,-28.0,1312.0,9.0,891.0,35.0,623.39
1.7,897.0,275.0,7.4,875.0,223.0,937.0,88.0,1227.0,902.0,18.4,33.2,0.6975,-0.7071067811865477,0.7071067811865474,2.7,0.5131601439447144,81.0,10.148891565092194,241.0,12.096831541077734,10.8,1.7473789896107899,1004.0,-107.0,1007.0,-132.0,848.0,89.0,1321.0,-94.0,926.0,-24.0,610.88
2.2,1002.0,275.0,10.3,989.0,279.0,840.0,99.0,1358.0,1011.0,17.8,36.5,0.7366,-0.5000000000000004,0.8660254037844384,1.7,0.500000000000027,88.0,9.07377172587731,223.0,28.58904218985249,7.4,1.8357559750685521,897.0,105.0,875.0,114.0,937.0,-97.0,1227.0,131.0,902.0,109.0,649.7
2.8,1126.0,275.0,13.8,1111.0,330.0,746.0,98.0,1473.0,1249.0,17.8,39.9,0.8035,-0.25881904510252157,0.9659258262890681,2.2,0.5507570547286345,99.0,6.082762530297878,279.0,53.51946686331148,10.3,3.204684071792396,1002.0,124.0,989.0,122.0,840.0,-94.0,1358.0,115.0,1011.0,238.0,710.22
2.4,1067.0,275.0,10.9,1013.0,330.0,794.0,97.0,1350.0,1133.0,17.0,43.0,0.8242,0.0,1.0,2.8,0.30550504633043085,98.0,0.999999999997593,330.0,29.444863728665492,13.8,1.8717193521821633,1126.0,-59.0,1111.0,-98.0,746.0,48.0,1473.0,-123.0,1249.0,-116.0,731.0
2.5,1063.0,275.0,11.7,1040.0,341.0,739.0,101.0,1413.0,1166.0,15.5,52.2,0.9136,0.25881904510252074,0.9659258262890683,2.4,0.208166599946673,97.0,2.0816659994649394,330.0,6.350852961057086,10.9,1.4977761292440261,1067.0,-4.0,1013.0,27.0,794.0,-55.0,1350.0,63.0,1133.0,33.0,809.1
1.4,915.0,275.0,7.8,893.0,205.0,872.0,90.0,1287.0,953.0,15.6,51.9,0.9135,0.49999999999999994,0.8660254037844387,2.5,0.6082762530298447,101.0,5.567764362829628,341.0,75.54468876102229,11.7,2.0599352740640224,1063.0,-148.0,1040.0,-147.0,739.0,133.0,1413.0,-126.0,1166.0,-213.0,809.64
1.4,906.0,275.0,7.7,885.0,167.5,872.0,75.5,1304.0,912.0,13.5,59.4,0.9176,0.7071067811865476,0.7071067811865476,1.4,0.6350852961086116,90.0,12.78997002863301,205.0,91.29120074428413,7.8,2.281081614790058,915.0,-9.0,893.0,-8.0,872.0,0.0,1287.0,17.0,953.0,-41.0,801.9
1.15,844.0,275.0,5.5,786.0,130.0,969.0,61.0,1226.0,831.0,13.4,59.9,0.9173,0.8660254037844386,0.5000000000000001,1.4,0.14433756729751843,75.5,14.500000000000012,167.5,37.50000000000012,7.7,1.299999999999956,906.0,-62.0,885.0,-99.0,872.0,97.0,1304.0,-78.0,912.0,-81.0,802.66
0.9,816.0,275.0,4.5,739.0,102.0,999.0,55.0,1188.0,793.0,12.5,63.2,0.9146,0.9659258262890683,0.25881904510252074,1.15,0.2500000000000667,61.0,10.539607835841723,130.0,32.864621302145274,5.5,1.6370705543744548,844.0,-28.0,786.0,-47.0,969.0,30.0,1226.0,-38.0,831.0,-38.0,790.0
0.6,768.0,275.0,3.3,671.0,79.0,1128.0,55.0,1153.0,700.0,13.6,57.6,0.8941,1.0,6.123233995736766e-17,0.9,0.2753785273643689,55.0,3.464101615138399,102.0,25.540817005990395,4.5,1.101514109457167,816.0,-48.0,739.0,-68.0,999.0,129.0,1188.0,-35.0,793.0,-93.0,783.36
1.0,835.0,275.0,5.4,785.0,148.0,989.0,56.0,1224.0,780.0,12.2,63.2,0.8964,0.9659258262890683,-0.25881904510252063,0.6,0.2081665999466985,55.0,0.5773502691938286,79.0,35.13308032799678,3.3,1.053565375285218,768.0,67.0,671.0,114.0,1128.0,-139.0,1153.0,71.0,700.0,80.0,771.04
1.6,944.0,275.0,8.2,908.0,261.0,865.0,83.0,1321.0,931.0,14.6,56.4,0.9319,0.8660254037844387,-0.4999999999999998,1.0,0.5033222956847504,56.0,15.885003409925226,148.0,91.8821709219659,5.4,2.4583192089989483,835.0,109.0,785.0,123.0,989.0,-124.0,1224.0,97.0,780.0,151.0,823.4399999999999
0.9,810.0,275.0,3.0,651.0,107.0,1170.0,55.0,1117.0,575.0,19.8,38.6,0.8831,0.7071067811865476,-0.7071067811865475,1.6,0.37859388972006214,83.0,15.885003409925226,261.0,79.75587752636166,8.2,2.6025628394590616,944.0,-134.0,908.0,-257.0,865.0,305.0,1321.0,-204.0,931.0,-356.0,764.2800000000001
0.9,819.0,275.0,3.0,655.0,103.0,1222.0,55.0,1104.0,507.0,21.6,33.4,0.8519,0.49999999999999994,-0.8660254037844387,0.9,0.4041451884327795,55.0,16.165807537309608,107.0,90.08884503644185,3.0,3.002221399786033,810.0,9.0,651.0,4.0,1170.0,52.0,1117.0,-13.0,575.0,-68.0,721.44
1.0,844.0,275.0,3.5,680.0,122.0,1147.0,61.0,1129.0,518.0,22.0,32.2,0.8407,0.258819045102521,-0.9659258262890682,0.9,0.057735026919265076,55.0,3.464101615138416,103.0,10.016652800884833,3.0,0.28867513459459265,819.0,25.0,655.0,25.0,1222.0,-75.0,1104.0,25.0,507.0,11.0,708.4000000000001
1.0,846.0,275.0,3.6,688.0,127.0,1127.0,58.0,1138.0,518.0,22.7,30.2,0.8217,1.2246467991473532e-16,-1.0,1.0,0.05773502691926306,61.0,3.000000000000725,122.0,12.662279942153326,3.5,0.32145502536623544,844.0,2.0,680.0,8.0,1147.0,-20.0,1129.0,9.0,518.0,0.0,685.54
0.9,842.0,275.0,4.0,711.0,110.0,1077.0,59.0,1160.0,516.0,22.3,30.4,0.8063,-0.2588190451025208,-0.9659258262890683,1.0,0.05773502691926306,58.0,1.5275252316532701,127.0,8.736894948060952,3.6,0.2645751311062228,846.0,-4.0,688.0,23.0,1127.0,-50.0,1138.0,22.0,518.0,-2.0,677.92
0.9,840.0,275.0,4.2,722.0,98.0,1048.0,55.0,1169.0,507.0,22.1,30.5,0.7981,-0.4999999999999997,-0.8660254037844388,0.9,0.05773502691926508,59.0,2.0816659994672113,110.0,14.571661996267672,4.0,0.3055050463301862,842.0,-2.0,711.0,11.0,1077.0,-29.0,1160.0,9.0,516.0,-9.0,674.0500000000001
0.9,815.0,275.0,3.1,657.0,146.0,1166.0,69.0,1098.0,490.0,22.1,29.5,0.7761,-0.7071067811865471,-0.7071067811865479,0.9,0.0,55.0,7.2111025509282305,98.0,24.97999199359606,4.2,0.5859465277081249,840.0,-25.0,722.0,-65.0,1048.0,118.0,1169.0,-71.0,507.0,-17.0,651.95
0.9,838.0,275.0,3.5,685.0,119.0,1176.0,55.0,1121.0,465.0,23.4,27.1,0.7681,-0.8660254037844385,-0.5000000000000004,0.9,0.0,69.0,8.082903768655004,146.0,24.062418831034346,3.1,0.5567764362828894,815.0,23.0,657.0,28.0,1166.0,10.0,1098.0,23.0,490.0,-25.0,634.14
2.7,992.0,275.0,10.3,987.0,234.0,823.0,95.0,1327.0,781.0,23.1,27.0,0.7538,-0.9659258262890683,-0.25881904510252063,0.9,1.0392304845413414,55.0,20.297783130184463,119.0,60.135957075059046,3.5,4.046397574798258,838.0,154.0,685.0,302.0,1176.0,-353.0,1121.0,206.0,465.0,316.0,623.7
2.2,990.0,275.0,7.8,891.0,261.0,908.0,99.0,1278.0,765.0,21.5,31.4,0.7943,-1.0,-1.8369701987210297e-16,2.7,0.9291573243177722,95.0,24.331050121192852,234.0,75.40778032360622,10.3,3.4394767043839534,992.0,-2.0,987.0,-96.0,823.0,85.0,1327.0,-49.0,781.0,-16.0,675.1
3.3,1066.0,275.0,10.7,1004.0,371.0,795.0,127.0,1384.0,1006.0,20.3,35.5,0.833,-0.9659258262890684,0.2588190451025203,2.2,0.5507570547286311,99.0,17.435595774162508,261.0,72.56950691118863,7.8,1.571623364550144,990.0,76.0,891.0,113.0,908.0,-113.0,1278.0,106.0,765.0,241.0,720.65
2.1,971.0,275.0,7.3,870.0,266.0,911.0,98.0,1287.0,798.0,19.6,36.3,0.8193,-0.8660254037844386,0.5000000000000001,3.3,0.6658328118479577,127.0,16.462077633154124,371.0,62.11548384527828,10.7,1.835755975068557,1066.0,-95.0,1004.0,-134.0,795.0,116.0,1384.0,-97.0,1006.0,-208.0,711.48
1.8,963.0,275.0,7.7,887.0,268.0,853.0,112.0,1311.0,938.0,18.7,39.7,0.8482,-0.7071067811865477,0.7071067811865474,2.1,0.7937253933193933,98.0,14.502873278537797,266.0,60.052754585722546,7.3,1.8583146486354891,971.0,-8.0,870.0,17.0,911.0,-58.0,1287.0,24.0,798.0,140.0,742.39
1.9,1010.0,275.0,8.6,925.0,294.0,829.0,115.0,1351.0,996.0,18.0,42.7,0.8745,-0.5000000000000004,0.8660254037844384,1.8,0.1527525231652913,112.0,9.073771725877096,268.0,15.620499351805316,7.7,0.6658328118478687,963.0,47.0,887.0,38.0,853.0,-24.0,1311.0,40.0,938.0,58.0,768.6
2.3,1054.0,275.0,10.0,978.0,303.0,768.0,114.0,1398.0,1109.0,17.1,47.6,0.9208,-0.25881904510252157,0.9659258262890681,1.9,0.26457513110651365,115.0,1.527525231649334,294.0,18.175074506946395,8.6,1.1590225767142095,1010.0,44.0,925.0,53.0,829.0,-61.0,1351.0,47.0,996.0,113.0,813.96
1.9,998.0,275.0,8.5,920.0,241.0,802.0,103.0,1365.0,1042.0,16.6,51.3,0.9634,0.0,1.0,2.3,0.23094010767591233,114.0,6.6583281184788445,303.0,33.501243758002104,10.0,0.8386497083605572,1054.0,-56.0,978.0,-58.0,768.0,34.0,1398.0,-33.0,1109.0,-67.0,851.58
1.3,919.0,275.0,5.8,802.0,142.0,891.0,81.0,1265.0,940.0,15.9,55.2,0.9881,0.25881904510252074,0.9659258262890683,1.9,0.5033222956847467,103.0,16.802777548171274,241.0,81.20550063470579,8.5,2.1283796653792537,998.0,-79.0,920.0,-118.0,802.0,89.0,1365.0,-100.0,1042.0,-102.0,877.6800000000001
1.0,884.0,275.0,5.0,764.0,110.0,921.0,75.0,1247.0,900.0,14.9,58.9,0.9891,0.49999999999999994,0.8660254037844387,1.3,0.45825756949562113,81.0,14.742229591663932,142.0,68.29592471980567,5.8,1.8339392937971577,919.0,-35.0,802.0,-38.0,891.0,30.0,1265.0,-18.0,940.0,-40.0,877.61
0.6,803.0,275.0,2.9,648.0,107.0,1079.0,69.5,1178.0,774.0,14.1,61.0,0.9799,0.7071067811865476,0.7071067811865476,1.0,0.3511884584284785,75.0,5.7518113089125515,110.0,19.39931270260559,5.0,1.497776129244018,884.0,-81.0,764.0,-116.0,921.0,158.0,1247.0,-69.0,900.0,-126.0,860.1
0.6,820.0,275.0,3.4,674.0,104.0,1024.0,64.0,1188.0,790.0,14.0,62.6,0.9948,0.8660254037844386,0.5000000000000001,0.6,0.23094010767593656,69.5,5.500000000000205,107.0,3.0000000000288214,2.9,1.0969655114602201,803.0,17.0,648.0,26.0,1079.0,-55.0,1178.0,10.0,774.0,16.0,876.4
0.9,894.0,275.0,5.6,794.0,179.0,889.0,71.0,1266.0,908.0,14.1,61.7,0.9844,0.9659258262890683,0.25881904510252074,0.6,0.17320508075700358,64.0,3.685557397916342,104.0,42.46174749112566,3.4,1.4364307617609644,820.0,74.0,674.0,120.0,1024.0,-135.0,1188.0,78.0,790.0,118.0,869.97
1.5,988.0,275.0,9.0,941.0,361.0,801.0,99.0,1399.0,1035.0,14.4,60.3,0.9802,1.0,6.123233995736766e-17,0.9,0.458257569495625,71.0,18.520259177452143,179.0,132.1602562547956,5.6,2.8213471959331553,894.0,94.0,794.0,147.0,889.0,-88.0,1266.0,133.0,908.0,127.0,868.3199999999999
4.1,1372.0,275.0,20.6,1477.0,522.0,542.0,132.0,1973.0,1556.0,15.0,57.7,0.9778,0.9659258262890683,-0.25881904510252063,1.5,1.7009801096230843,99.0,30.53413390507955,361.0,171.6071094098364,9.0,7.864689016949957,988.0,384.0,941.0,536.0,801.0,-259.0,1399.0,574.0,1035.0,521.0,865.5
4.0,1209.0,275.0,18.8,1262.0,522.0,618.0,135.0,1708.0,1392.0,16.9,50.3,0.958,0.8660254037844387,-0.4999999999999998,4.1,1.4730919862656293,132.0,19.97498435543794,522.0,92.9533933395258,20.6,6.2428625912583815,1372.0,-163.0,1477.0,-215.0,542.0,76.0,1973.0,-265.0,1556.0,-164.0,850.0699999999999
1.8,951.0,275.0,8.2,908.0,275.0,873.0,94.0,1314.0,904.0,19.7,40.2,0.9108,0.7071067811865476,-0.7071067811865475,4.0,1.3000000000000065,135.0,22.854612955229065,522.0,142.60551648983522,18.8,6.700248751601191,1209.0,-258.0,1262.0,-354.0,618.0,255.0,1708.0,-394.0,1392.0,-488.0,791.94
1.9,992.0,275.0,9.1,943.0,325.0,847.0,103.0,1351.0,936.0,22.2,33.6,0.8886,0.49999999999999994,-0.8660254037844387,1.8,1.2423096769056245,94.0,21.548395145191822,275.0,130.58713566044514,8.2,5.877357682950161,951.0,41.0,908.0,35.0,873.0,-26.0,1314.0,37.0,904.0,32.0,745.92
1.7,964.0,275.0,9.2,947.0,327.0,862.0,123.0,1328.0,907.0,23.7,29.6,0.8537,0.258819045102521,-0.9659258262890682,1.9,0.10000000000015881,103.0,14.84362938547468,325.0,29.461839725306774,9.1,0.5507570547285472,992.0,-28.0,943.0,4.0,847.0,15.0,1351.0,-23.0,936.0,-29.0,701.52
1.6,917.0,275.0,8.3,910.0,252.0,886.0,95.0,1275.0,744.0,21.9,30.7,0.7961,1.2246467991473532e-16,-1.0,1.7,0.15275252316530083,123.0,14.422205101855749,327.0,42.73562136360037,9.2,0.49328828623155363,964.0,-47.0,947.0,-37.0,862.0,24.0,1328.0,-53.0,907.0,-163.0,672.3299999999999
1.9,937.0,275.0,9.1,942.0,226.0,852.0,90.0,1276.0,773.0,22.3,29.5,0.7838,-0.2588190451025208,-0.9659258262890683,1.6,0.15275252316530083,95.0,17.785762095938658,252.0,52.443620520832646,8.3,0.49328828623155363,917.0,20.0,910.0,32.0,886.0,-34.0,1275.0,1.0,744.0,29.0,657.85
1.6,961.0,275.0,9.2,949.0,230.0,853.0,99.0,1306.0,812.0,23.8,27.0,0.7845,-0.4999999999999997,-0.8660254037844388,1.9,0.17320508075698232,90.0,4.509249752822537,226.0,13.999999999994532,9.1,0.49328828623155363,937.0,24.0,942.0,7.0,852.0,1.0,1276.0,30.0,773.0,39.0,642.6
1.8,969.0,275.0,9.6,962.0,244.0,829.0,107.0,1316.0,856.0,23.3,28.3,0.8012,-0.7071067811865471,-0.7071067811865479,1.6,0.15275252316529964,99.0,8.504900548115138,230.0,9.451631252497465,9.2,0.2645751311063349,961.0,8.0,949.0,13.0,853.0,-24.0,1306.0,10.0,812.0,44.0,659.39
2.0,1020.0,275.0,11.8,1042.0,251.0,788.0,112.0,1401.0,927.0,24.2,27.2,0.8128,-0.8660254037844385,-0.5000000000000004,1.8,0.2000000000000793,107.0,6.55743852430156,244.0,10.692676621555798,9.6,1.39999999999998,969.0,51.0,962.0,80.0,829.0,-41.0,1316.0,85.0,856.0,71.0,658.24
3.1,1107.0,275.0,17.3,1219.0,346.0,683.0,132.0,1582.0,1131.0,25.1,25.8,0.8065,-0.9659258262890683,-0.25881904510252063,2.0,0.700000000000019,112.0,13.228756555322642,251.0,56.97660338536397,11.8,3.9661064030103845,1020.0,87.0,1042.0,177.0,788.0,-105.0,1401.0,181.0,927.0,204.0,647.58
3.9,1119.0,275.0,17.8,1233.0,407.0,670.0,148.0,1539.0,1270.0,22.3,29.2,0.7773,-1.0,-1.8369701987210297e-16,3.1,0.9539392014169558,132.0,18.036999011291265,346.0,78.61509609059149,17.3,3.329164059239696,1107.0,12.0,1219.0,14.0,683.0,-13.0,1582.0,-43.0,1131.0,139.0,651.16
4.1,1173.0,275.0,20.6,1322.0,490.0,633.0,158.0,1679.0,1365.0,20.8,32.5,0.7873,-0.9659258262890684,0.2588190451025203,3.9,0.5291502622129292,148.0,13.114877048603432,407.0,72.27954989713713,17.8,1.7785762095938855,1119.0,54.0,1233.0,89.0,670.0,-37.0,1539.0,140.0,1270.0,95.0,676.0
3.5,1097.0,275.0,14.9,1144.0,434.0,702.0,145.0,1517.0,1274.0,19.1,36.8,0.8066,-0.8660254037844386,0.5000000000000001,4.1,0.3055050463304065,158.0,6.806859285552866,490.0,42.33595792388147,20.6,2.8501461950807627,1173.0,-76.0,1322.0,-178.0,633.0,69.0,1679.0,-162.0,1365.0,-91.0,702.88
2.4,1018.0,275.0,11.3,1024.0,345.0,758.0,128.0,1400.0,1169.0,18.1,39.9,0.8232,-0.7071067811865477,0.7071067811865474,3.5,0.8621678104251802,145.0,15.044378795195193,434.0,73.12318373812359,14.9,4.689349635077343,1097.0,-79.0,1144.0,-120.0,702.0,56.0,1517.0,-117.0,1274.0,-105.0,722.19
1.5,932.0,275.0,8.4,914.0,192.0,837.0,105.0,1298.0,1000.0,17.4,42.8,0.8463,-0.5000000000000004,0.8660254037844384,2.4,1.0016652800877943,128.0,20.07485989988447,345.0,122.40234202552239,11.3,3.256275991578926,1018.0,-86.0,1024.0,-110.0,758.0,79.0,1400.0,-102.0,1169.0,-169.0,744.7199999999999
1.3,897.0,275.0,6.8,849.0,157.0,891.0,90.0,1253.0,910.0,16.7,46.6,0.8793,-0.25881904510252157,0.9659258262890681,1.5,0.5859465277082606,105.0,19.139836293273955,192.0,99.98166498580223,8.4,2.2810816147900774,932.0,-35.0,914.0,-65.0,837.0,54.0,1298.0,-45.0,1000.0,-90.0,778.22
1.0,840.0,275.0,4.9,758.0,148.0,994.0,85.0,1189.0,829.0,17.1,46.8,0.9054,0.0,1.0,1.3,0.2516611478424364,90.0,10.408329997330512,157.0,23.245071162148665,6.8,1.7521415467935122,897.0,-57.0,849.0,-91.0,891.0,103.0,1253.0,-64.0,910.0,-81.0,800.28
0.8,802.0,275.0,3.5,680.0,105.0,1091.0,73.0,1137.0,756.0,15.3,51.9,0.8982,0.25881904510252074,0.9659258262890683,1.0,0.25166114784244165,85.0,8.736894948054065,148.0,27.79088579612799,4.9,1.656301099840632,840.0,-38.0,758.0,-78.0,994.0,97.0,1189.0,-52.0,829.0,-73.0,794.07
0.6,765.0,275.0,2.8,637.0,141.0,1138.0,74.0,1113.0,742.0,15.0,52.8,0.8929,0.49999999999999994,0.8660254037844387,0.8,0.20000000000011156,73.0,6.6583281184794325,105.0,23.072349974231972,3.5,1.0692676621563393,802.0,-37.0,680.0,-43.0,1091.0,47.0,1137.0,-24.0,756.0,-14.0,792.0
0.6,741.0,275.0,2.5,595.0,124.0,1191.0,67.5,1080.0,686.0,14.4,54.5,0.8887,0.7071067811865476,0.7071067811865476,0.6,0.11547005383812502,74.0,3.500000000000267,141.0,18.009256878990374,2.8,0.5131601439446358,765.0,-24.0,637.0,-42.0,1138.0,53.0,1113.0,-33.0,742.0,-56.0,784.8000000000001
0.6,748.0,275.0,2.5,595.0,107.0,1208.0,61.0,1089.0,677.0,12.8,59.8,0.8801,0.8660254037844386,0.5000000000000001,0.6,0.0,67.5,6.500000000000211,124.0,17.00000000000374,2.5,0.1732050807567274,741.0,7.0,595.0,0.0,1191.0,17.0,1080.0,9.0,686.0,-9.0,765.44
0.7,791.0,275.0,3.9,704.0,166.0,1057.0,69.0,1154.0,748.0,11.9,62.7,0.8726,0.9659258262890683,0.25881904510252074,0.6,0.0577350269193655,61.0,4.252450274058055,107.0,30.369941279716688,2.5,0.8082903768654428,748.0,43.0,595.0,109.0,1208.0,-151.0,1089.0,65.0,677.0,71.0,746.1300000000001
1.2,875.0,275.0,7.3,871.0,241.0,890.0,82.0,1253.0,890.0,12.1,62.6,0.8825,1.0,6.123233995736766e-17,0.7,0.32145502536650056,69.0,10.598742063723192,166.0,67.15901527965804,3.9,2.4684678108764735,791.0,84.0,704.0,167.0,1057.0,-167.0,1154.0,99.0,748.0,142.0,757.46
2.4,1085.0,275.0,15.5,1164.0,368.0,707.0,120.0,1503.0,1155.0,13.5,58.2,0.8944,0.9659258262890683,-0.25881904510252063,1.2,0.8736894948054318,82.0,26.501572280401227,241.0,102.10941843597546,7.3,5.9632206063502275,875.0,210.0,871.0,293.0,890.0,-183.0,1253.0,250.0,890.0,265.0,785.7
4.1,1268.0,275.0,20.6,1482.0,498.0,550.0,135.0,1849.0,1533.0,14.4,55.7,0.9087,0.8660254037844387,-0.4999999999999998,2.4,1.457166199626301,120.0,27.319101986217,368.0,128.50291825479883,15.5,6.709942871093117,1085.0,183.0,1164.0,318.0,707.0,-157.0,1503.0,346.0,1155.0,378.0,802.08
4.1,1236.0,275.0,20.6,1332.0,522.0,601.0,152.0,1683.0,1550.0,17.8,45.7,0.9224,0.7071067811865476,-0.7071067811865475,4.1,0.98149545762237,135.0,16.010413278030025,498.0,82.85730706058827,20.6,2.944486372867091,1268.0,-32.0,1482.0,-150.0,550.0,51.0,1849.0,-166.0,1533.0,17.0,813.46
3.7,1274.0,275.0,19.9,1294.0,522.0,615.0,172.0,1595.0,2236.0,21.0,37.2,0.9155,0.49999999999999994,-0.8660254037844387,4.1,0.23094010767586542,152.0,18.52025917745167,522.0,13.856406460520342,20.6,0.4041451884327287,1236.0,38.0,1332.0,-38.0,601.0,14.0,1683.0,-88.0,1550.0,686.0,781.2
3.4,1250.0,275.0,19.4,1280.0,522.0,618.0,172.0,1663.0,2178.0,24.5,29.8,0.9008,0.258819045102521,-0.9659258262890682,3.7,0.3511884584284391,172.0,11.547005383791646,522.0,0.0,19.9,0.6027713773341645,1274.0,-24.0,1294.0,-14.0,615.0,3.0,1595.0,68.0,2236.0,-58.0,730.1
3.8,1224.0,275.0,20.6,1347.0,483.0,602.0,172.0,1670.0,1901.0,26.4,26.4,0.8969,1.2246467991473532e-16,-1.0,3.4,0.20816659994664125,172.0,0.0,522.0,22.516660498376762,19.4,0.6027713773341645,1250.0,-26.0,1280.0,67.0,618.0,-16.0,1663.0,7.0,2178.0,-277.0,696.9599999999999
4.1,1220.0,275.0,20.6,1344.0,522.0,605.0,163.0,1676.0,1743.0,25.2,26.8,0.8451,-0.2588190451025208,-0.9659258262890683,3.8,0.35118845842843843,172.0,5.196152422704634,483.0,22.516660498376762,20.6,0.6928203230275461,1224.0,-4.0,1347.0,-3.0,602.0,3.0,1670.0,6.0,1901.0,-158.0,675.36
3.4,1166.0,275.0,18.9,1265.0,481.0,640.0,172.0,1570.0,1502.0,26.1,24.8,0.8283,-0.4999999999999997,-0.8660254037844388,4.1,0.35118845842843843,163.0,5.196152422704634,522.0,23.115651263430255,20.6,0.9814954576223618,1220.0,-54.0,1344.0,-79.0,605.0,35.0,1676.0,-106.0,1743.0,-241.0,647.2800000000001
2.3,1050.0,275.0,13.0,1084.0,305.0,748.0,117.0,1402.0,1153.0,26.2,24.4,0.8174,-0.7071067811865471,-0.7071067811865479,3.4,0.9073771725877557,172.0,29.501412395567044,481.0,115.28659939472291,18.9,3.9887341350358256,1166.0,-116.0,1265.0,-181.0,640.0,108.0,1570.0,-168.0,1502.0,-349.0,639.28
3.2,1174.0,275.0,18.8,1264.0,396.0,670.0,145.0,1598.0,1287.0,28.9,21.3,0.8382,-0.8660254037844385,-0.5000000000000004,2.3,0.5859465277082494,117.0,27.501515109777465,305.0,88.01704380402366,13.0,3.3778691508109064,1050.0,124.0,1084.0,180.0,748.0,-78.0,1402.0,196.0,1153.0,134.0,615.5699999999999
4.1,1323.0,275.0,20.6,1474.0,501.0,554.0,172.0,1854.0,1547.0,28.0,23.3,0.8681,-0.9659258262890683,-0.25881904510252063,3.2,0.9000000000000097,145.0,27.501515109777465,396.0,98.08329793258756,18.8,3.9715656022950623,1174.0,149.0,1264.0,210.0,670.0,-116.0,1598.0,256.0,1287.0,260.0,652.4
4.1,1432.0,275.0,20.6,1706.0,522.0,488.0,172.0,2098.0,1842.0,24.7,27.9,0.8559,-1.0,-1.8369701987210297e-16,4.1,0.5196152422706716,172.0,15.588457268119274,501.0,67.50555532694504,20.6,1.0392304845413387,1323.0,109.0,1474.0,232.0,554.0,-66.0,1854.0,244.0,1547.0,295.0,689.13
4.1,1479.0,275.0,20.6,1756.0,522.0,466.0,172.0,2165.0,1908.0,23.0,33.6,0.9302,-0.9659258262890684,0.2588190451025203,4.1,0.0,172.0,0.0,522.0,12.12435565294681,20.6,0.0,1432.0,47.0,1706.0,50.0,488.0,-22.0,2098.0,67.0,1842.0,66.0,772.8000000000001
4.1,1309.0,275.0,20.6,1379.0,522.0,555.0,172.0,1841.0,1693.0,20.9,45.8,1.1159,-0.8660254037844386,0.5000000000000001,4.1,0.0,172.0,0.0,522.0,0.0,20.6,0.0,1479.0,-170.0,1756.0,-377.0,466.0,89.0,2165.0,-324.0,1908.0,-215.0,957.2199999999999
2.1,1089.0,275.0,11.6,1037.0,247.0,707.0,129.0,1480.0,1336.0,19.8,48.6,1.113,-0.7071067811865477,0.7071067811865474,4.1,1.1547005383792575,172.0,24.82606157515354,522.0,158.771324027145,20.6,5.196152422706631,1309.0,-220.0,1379.0,-342.0,555.0,152.0,1841.0,-361.0,1693.0,-357.0,962.2800000000001
1.5,1009.0,275.0,8.3,911.0,196.0,788.0,111.0,1359.0,1177.0,19.8,47.7,1.0885,-0.5000000000000004,0.8660254037844384,2.1,1.3613718571108189,129.0,31.34219732777712,247.0,175.35772960817246,11.6,6.366317616958796,1089.0,-80.0,1037.0,-126.0,707.0,81.0,1480.0,-121.0,1336.0,-159.0,944.46
1.1,930.0,275.0,5.7,796.0,135.0,883.0,85.0,1263.0,977.0,18.6,49.1,1.0435,-0.25881904510252157,0.9659258262890681,1.5,0.5033222956847573,111.0,22.12088003071589,196.0,56.07435539828535,8.3,2.9569128044859827,1009.0,-79.0,911.0,-115.0,788.0,95.0,1359.0,-96.0,1177.0,-200.0,913.2600000000001
1.1,929.0,275.0,5.9,805.0,146.0,879.0,86.0,1270.0,974.0,17.2,53.9,1.0498,0.0,1.0,1.1,0.23094010767594936,85.0,14.730919862656057,135.0,32.51153641401705,5.7,1.4468356276139764,930.0,-1.0,796.0,9.0,883.0,-4.0,1263.0,7.0,977.0,-3.0,927.0799999999999
0.9,872.0,275.0,4.1,718.0,106.0,981.0,71.0,1223.0,872.0,16.3,56.8,1.047,0.25881904510252074,0.9659258262890683,1.1,0.11547005383813613,86.0,8.386497083605947,146.0,20.663978319772433,5.9,0.9865765724631342,929.0,-57.0,805.0,-87.0,879.0,102.0,1270.0,-47.0,974.0,-102.0,925.84
0.6,790.0,275.0,2.5,601.0,70.0,1150.0,60.0,1157.0,734.0,17.4,53.4,1.0541,0.49999999999999994,0.8660254037844387,0.9,0.25166114784246013,71.0,13.051181300301248,106.0,38.01753981168966,4.1,1.7009801096230048,872.0,-82.0,718.0,-117.0,981.0,169.0,1223.0,-66.0,872.0,-138.0,929.1599999999999
